"instructor","course","quarter","dept","Year_2020","Year_2021","Year_2022","Year_2023","trend"
"MASTERSON D T","POL S   196","Spring","POL",NA,3.71428571428571,NA,NA,"No Trend"
"KEUM T","POL S   187","Spring","POL",NA,3.38928571428571,NA,3.11379310344828,"No Trend"
"MILDENBERGER","POL S   177","Spring","POL",NA,3.49285714285714,NA,NA,"No Trend"
"FINN E C","POL S   176","Spring","POL",NA,3.34901960784314,NA,NA,"No Trend"
"STRATHMAN B A","POL S   142","Spring","POL",NA,3.03666666666667,NA,NA,"No Trend"
"DIGESER P","POL S   119HR","Spring","POL",NA,2.94285714285714,NA,NA,"No Trend"
"MORSE J C","POL S     7","Spring","POL",NA,2.87863247863248,NA,NA,"No Trend"
"BRUHN K","POL S     6","Spring","POL",NA,3.1393063583815,NA,3.05714285714286,"No Trend"
"NORRIS A","POL S     1","Spring","POL",NA,2.38287671232877,NA,NA,"No Trend"
"ROIG F S","PHYS CS 140TA","Spring","PHYS",NA,0,NA,0,"No Trend"
"BIBILASHVILI","PHYS CS  36","Spring","PHYS",NA,0,NA,0,"No Trend"
"GURUSWAMY S","PHYS CS  33","Spring","PHYS",NA,0,NA,0,"No Trend"
"JAYICH A M","PHYS CS  15C","Spring","PHYS",NA,0,NA,0,"No Trend"
"CARLSON J M","PHYS    260J","Spring","PHYS",NA,0,0,NA,"No Trend"
"STUART D D","PHYS    260G","Spring","PHYS",NA,0,0,0,"No Trend"
"BALENTS L M","PHYS    250","Spring","PHYS",NA,4,NA,NA,"No Trend"
"JAYICH ANIA","PHYS    250","Spring","PHYS",NA,3.86666666666667,NA,3.90769230769231,"No Trend"
"HENNAWI J F","PHYS    236","Spring","PHYS",NA,3.33,NA,NA,"No Trend"
"BERENSTEIN D","PHYS    229B","Spring","PHYS",NA,3.81,NA,NA,"No Trend"
"SREDNICKI M","PHYS    221C","Spring","PHYS",NA,3.8,NA,NA,"No Trend"
"WELD D M","PHYS    141","Spring","PHYS",NA,2.80357142857143,NA,NA,"No Trend"
"KOUTROULAKIS","PHYS    127BL","Spring","PHYS",NA,2.61578947368421,NA,NA,"No Trend"
"XU C","PHYS    123B","Spring","PHYS",NA,3.76,3.87894736842105,3.64166666666667,"No Trend"
"JIN C","PHYS    115C","Spring","PHYS",NA,3.10569105691057,2.66075949367089,3.11296296296296,"No Trend"
"PATTERSON D S","PHYS    115B","Spring","PHYS",NA,3.24464285714286,NA,NA,"No Trend"
"VIJAY K","PHYS    110A","Spring","PHYS",NA,2.51333333333333,NA,NA,"No Trend"
"BAMIEH B A","PHYS    106","Spring","PHYS",NA,3.625,NA,NA,"No Trend"
"FYGENSON D K","PHYS     25L","Spring","PHYS",NA,3.46470588235294,NA,NA,"No Trend"
"NERELLA T","PHYS     25","Spring","PHYS",NA,2.96666666666667,NA,NA,"No Trend"
"KRISTIANSEN K","PHYS      6C","Spring","PHYS",NA,3.27621145374449,NA,NA,"No Trend"
"FYGENSON D K","PHYS      5L","Spring","PHYS",NA,3.57578947368421,3.69294117647059,3.34732142857143,"No Trend"
"POPESCU P F","PHYS      4L","Spring","PHYS",NA,3.24942528735632,3.45,3.9468085106383,"No Trend"
"MILLAR-BLANCH","PHYS      4","Spring","PHYS",NA,3.00105263157895,NA,NA,"No Trend"
"POPESCU P F","PHYS      2","Spring","PHYS",NA,3.83473684210526,NA,NA,"No Trend"
"BARRETT T W","PHIL    299C","Spring","PHIL",NA,3.85714285714286,NA,4,"No Trend"
"ROBERTSON T","PHIL    296E","Spring","PHIL",NA,3.34,NA,NA,"No Trend"
"ZIMMERMAN A Z","PHIL    234G","Spring","PHIL",NA,3.74,NA,NA,"No Trend"
"FERNANDEZ P A","PHIL    176","Spring","PHIL",NA,2.5875,NA,NA,"No Trend"
"THORNTON S A","PHIL    176","Spring","PHIL",NA,3.18695652173913,NA,NA,"No Trend"
"ZYLSTRA S J","PHIL    161","Spring","PHIL",NA,3.24545454545454,NA,NA,"No Trend"
"FALVEY K T","PHIL    149","Spring","PHIL",NA,2.81,NA,NA,"No Trend"
"FERNANDEZ P A","PHIL    141","Spring","PHIL",NA,3.07368421052632,3.29705882352941,NA,"No Trend"
"MOKRISKI D A","PHIL    139","Spring","PHIL",NA,3.125,3.38,2.87567567567568,"No Trend"
"ZIMMERMAN A Z","PHIL    134","Spring","PHIL",NA,3.196875,NA,NA,"No Trend"
"SALMON N U","PHIL    116","Spring","PHIL",NA,2.27142857142857,NA,NA,"No Trend"
"KORMAN D Z","PHIL    100E","Spring","PHIL",NA,2.96545454545455,NA,NA,"No Trend"
"BARNES D B","PHIL     20C","Spring","PHIL",NA,3.45350877192982,NA,3.49464285714286,"No Trend"
"BRITTON C J","PHIL      3","Spring","PHIL",NA,3.41503496503497,NA,NA,"No Trend"
"PIERCE S G","PHIL      1","Spring","PHIL",NA,3.07754385964912,NA,NA,"No Trend"
"LAMARTINE N C","MUS A   236","Spring","MUS",NA,3.875,4,NA,"No Trend"
"BELL V R","MUS A   170V","Spring","MUS",NA,4,4,NA,"No Trend"
"LAMARTINE N C","MUS A   136","Spring","MUS",NA,3.5875,4,NA,"No Trend"
"FELBER J","MUS A    43","Spring","MUS",NA,4,NA,NA,"No Trend"
"LAMARTINE N C","MUS A    36","Spring","MUS",NA,3.73333333333333,4,NA,"No Trend"
"WATTS A A","MUS  CS 105","Spring","MUS",NA,0,0,NA,"No Trend"
"ROTHFARB L A","MUS     252A","Spring","MUS",NA,4,NA,NA,"No Trend"
"BOURNE J E","MUS     203MT","Spring","MUS",NA,0,0,0,"No Trend"
"FOLK-FARBER K","MUS     200A","Spring","MUS",NA,3.98125,NA,NA,"No Trend"
"HELLIER-TINOC","MUS     175K","Spring","MUS",NA,3.91,NA,NA,"No Trend"
"HELLIER-TINOC","MUS     168G","Spring","MUS",NA,4,NA,NA,"No Trend"
"NOVAK D E","MUS     168G","Spring","MUS",NA,3.56111111111111,NA,NA,"No Trend"
"OSQUEEZADEH B","MUS     122D","Spring","MUS",NA,3.71666666666667,3.77142857142857,NA,"No Trend"
"LAMARTINE N C","MUS     120B","Spring","MUS",NA,3.11666666666667,3.95,NA,"No Trend"
"SPRIGGE M A","MUS     119A","Spring","MUS",NA,3.4448275862069,NA,3.20816326530612,"No Trend"
"MUNK E N","MUS     114","Spring","MUS",NA,3.81551724137931,NA,NA,"No Trend"
"KUCHERA-MORIN","MUS     109IA","Spring","MUS",NA,3.63333333333333,NA,NA,"No Trend"
"PARK SIHWA","MUS     109IA","Spring","MUS",NA,3.63333333333333,NA,NA,"No Trend"
"THOLL A A","MUS     101C","Spring","MUS",NA,3.79230769230769,NA,3.83,"No Trend"
"DUPLESSIS R J","MUS      88","Spring","MUS",NA,4,NA,NA,"No Trend"
"FISCHER J P","MUS      15","Spring","MUS",NA,3.43728395061728,NA,NA,"No Trend"
"MURNANE E H","MUS      11","Spring","MUS",NA,3.409375,NA,NA,"No Trend"
"DUPLESSIS R J","MUS       8","Spring","MUS",NA,4,NA,NA,"No Trend"
"JURKOWSKI N W","MUS       5C","Spring","MUS",NA,3.06923076923077,NA,NA,"No Trend"
"MARCUS S L","MUS       3C","Spring","MUS",NA,3.4325,NA,3.17619047619048,"No Trend"
"BUEHNER T D","MS       22","Spring","MS",NA,4,NA,NA,"No Trend"
"PENNATHUR S","ME      292","Spring","ME",NA,4,3.7,NA,"No Trend"
"VALENTINE M T","ME      246","Spring","ME",NA,4,NA,NA,"No Trend"
"SAURET A O","ME      225AS","Spring","ME",NA,3.9625,NA,NA,"No Trend"
"DRESSAIRE E M","ME      221","Spring","ME",NA,4,NA,4,"No Trend"
"YANG XU","ME      210C","Spring","ME",NA,3.94,NA,NA,"No Trend"
"BAMIEH B A","ME      169","Spring","ME",NA,3.675,NA,NA,"No Trend"
"BEYERLEIN I J","ME      125IB","Spring","ME",NA,3.06,NA,NA,"No Trend"
"SUSKO T G","ME      104","Spring","ME",NA,3.33289473684211,NA,NA,"No Trend"
"MOEHLIS J M","ME       16","Spring","ME",NA,3.41923076923077,NA,NA,"No Trend"
"FOLTZ K R","MCDB    260","Spring","MCDB",NA,4,NA,NA,"No Trend"
"KIM S","MCDB    248","Spring","MCDB",NA,4,NA,4,"No Trend"
"MONTELL C","MCDB    248","Spring","MCDB",NA,4,NA,4,"No Trend"
"MONTELL D J","MCDB    248","Spring","MCDB",NA,4,NA,4,"No Trend"
"LOPEZ B J","MCDB    194MR","Spring","MCDB",NA,0,NA,NA,"No Trend"
"MAHAN M J","MCDB    194MP","Spring","MCDB",NA,4,4,NA,"No Trend"
"CHRISTOFFERSE","MCDB    183","Spring","MCDB",NA,0,NA,0,"No Trend"
"FOLTZ K R","MCDB    183","Spring","MCDB",NA,0,0,NA,"No Trend"
"ARIAS GONZALE","MCDB    134H","Spring","MCDB",NA,4,NA,NA,"No Trend"
"THROWER D A","MCDB    111","Spring","MCDB",NA,3.58194444444444,NA,NA,"No Trend"
"GARDNER B M","MCDB    108A","Spring","MCDB",NA,2.91481481481481,3.09736842105263,NA,"No Trend"
"GONZALEZ NINO","MCDB     92","Spring","MCDB",NA,0,4,NA,"No Trend"
"WILTON M B","MCDB     92","Spring","MCDB",NA,0,4,NA,"No Trend"
"LOW S H","MCDB     21","Spring","MCDB",NA,2.81358024691358,NA,NA,"No Trend"
"SIMPSON J H","MCDB     15JS","Spring","MCDB",NA,0,0,0,"No Trend"
"WILTON M B","MCDB      1A","Spring","MCDB",NA,2.62028985507246,2.81760563380282,2.78443113772455,"No Trend"
"CLEMENT R J","MATRL   286N","Spring","MATRL",NA,3.85714285714286,NA,NA,"No Trend"
"SAFINYA C R","MATRL   278","Spring","MATRL",NA,4,NA,NA,"No Trend"
"BEGLEY M R","MATRL   263","Spring","MATRL",NA,3.88,NA,NA,"No Trend"
"HARTER J W","MATRL   242","Spring","MATRL",NA,4,4,4,"No Trend"
"VAN DE WALLE","MATRL   228","Spring","MATRL",NA,3.85714285714286,NA,3.71818181818182,"No Trend"
"SPECK J S","MATRL   209B","Spring","MATRL",NA,3.95,3.91,3.875,"No Trend"
"LEVI C G","MATRL   100C","Spring","MATRL",NA,3.37894736842105,3.47142857142857,NA,"No Trend"
"BUENO CACHADI","MATH CS 120FO","Spring","MATH",NA,0,NA,0,"No Trend"
"ZHAO XIAOLEI","MATH CS 120AG","Spring","MATH",NA,0,NA,NA,"No Trend"
"HUISGEN-ZIMME","MATH CS 117","Spring","MATH",NA,0,NA,0,"No Trend"
"CASTEELS K L","MATH CS 108B","Spring","MATH",NA,0,NA,0,"No Trend"
"ZHANG YITANG","MATH    260HH","Spring","MATH",NA,4,NA,NA,"No Trend"
"ZHOU HANMING","MATH    260H","Spring","MATH",NA,4,NA,NA,"No Trend"
"SIDERIS T C","MATH    246C","Spring","MATH",NA,3.88888888888889,NA,NA,"No Trend"
"DAI X Z","MATH    241C","Spring","MATH",NA,4,4,4,"No Trend"
"YE R","MATH    240C","Spring","MATH",NA,3.56666666666667,4,NA,"No Trend"
"MANIN F","MATH    232B","Spring","MATH",NA,3.74444444444444,NA,NA,"No Trend"
"LONG D D","MATH    227C","Spring","MATH",NA,3,NA,NA,"No Trend"
"CASTELLA-CABE","MATH    225C","Spring","MATH",NA,3.72727272727273,NA,NA,"No Trend"
"BIGELOW S J","MATH    221C","Spring","MATH",NA,3.98125,NA,3.54545454545455,"No Trend"
"MORRISON D R","MATH    220C","Spring","MATH",NA,3.91875,NA,NA,"No Trend"
"PUTINAR M","MATH    202C","Spring","MATH",NA,3.53333333333333,NA,3.78333333333333,"No Trend"
"ZHOU HANMING","MATH    201C","Spring","MATH",NA,3.585,3.91578947368421,NA,"No Trend"
"MANIN F","MATH    147A","Spring","MATH",NA,2.76545454545455,NA,NA,"No Trend"
"PONCE G","MATH    124B","Spring","MATH",NA,3.88571428571429,NA,NA,"No Trend"
"AGBOOLA A","MATH    122B","Spring","MATH",NA,3.28571428571429,NA,NA,"No Trend"
"AKEMANN C A","MATH    118C","Spring","MATH",NA,3,NA,NA,"No Trend"
"CHEN H","MATH    118C","Spring","MATH",NA,3.2425,NA,NA,"No Trend"
"BIRNIR B","MATH    117","Spring","MATH",NA,3.84745762711864,NA,NA,"No Trend"
"CRAIG K C","MATH    117","Spring","MATH",NA,2.51785714285714,2.79655172413793,2.62857142857143,"No Trend"
"LIU Z","MATH    111C","Spring","MATH",NA,3.2265306122449,NA,NA,"No Trend"
"CHEN H","MATH    108B","Spring","MATH",NA,2.10612244897959,NA,NA,"No Trend"
"AGBOOLA A","MATH    108A","Spring","MATH",NA,3.12,NA,NA,"No Trend"
"HAJOUJI N","MATH    108A","Spring","MATH",NA,2.75277777777778,NA,NA,"No Trend"
"SIDERIS T C","MATH    108A","Spring","MATH",NA,2.85178571428571,NA,NA,"No Trend"
"ATZBERGER P J","MATH    104C","Spring","MATH",NA,3.87878787878788,NA,NA,"No Trend"
"TANG S","MATH    104B","Spring","MATH",NA,3.52741935483871,2.91964285714286,NA,"No Trend"
"HAJOUJI N","MATH     34B","Spring","MATH",NA,3.4046357615894,NA,NA,"No Trend"
"KIM HYUN-JUNG","MATH     34A","Spring","MATH",NA,3.13094339622642,NA,NA,"No Trend"
"BRIGHTBILL J","MATH      8","Spring","MATH",NA,3.09393939393939,2.76,NA,"No Trend"
"KIM HYUN-JUNG","MATH      8","Spring","MATH",NA,3.48,NA,NA,"No Trend"
"PONCE G","MATH      8","Spring","MATH",NA,3.20967741935484,NA,NA,"No Trend"
"SARAJIAN G P","MATH      8","Spring","MATH",NA,2.79677419354839,NA,NA,"No Trend"
"CHEN E","MATH      6A","Spring","MATH",NA,3.41027397260274,NA,NA,"No Trend"
"LIM G","MATH      6A","Spring","MATH",NA,2.44789915966387,3.02986111111111,NA,"No Trend"
"NAGY A","MATH      4B","Spring","MATH",NA,3.12553191489362,NA,NA,"No Trend"
"PORTER M J","MATH      4A","Spring","MATH",NA,3.69086419753086,NA,NA,"No Trend"
"PORTER M J","MATH      3B","Spring","MATH",NA,3.45522388059702,NA,NA,"No Trend"
"TARIKERE ASHO","MATH      3A","Spring","MATH",NA,2.75084745762712,NA,NA,"No Trend"
"CRAWSHAW A S","MAT      80AS","Spring","MAT",NA,2.69565217391304,NA,NA,"No Trend"
"NOVAK M J","MAT      80AS","Spring","MAT",NA,2.69565217391304,2.42333333333333,2.70833333333333,"No Trend"
"CAMPBELL E W","LING    594","Spring","LING",NA,4,NA,NA,"No Trend"
"HOU L Y","LING    594","Spring","LING",NA,4,NA,NA,"No Trend"
"ZIMMAN L","LING    500","Spring","LING",NA,0,NA,0,"No Trend"
"GORDON M K","LING    235","Spring","LING",NA,4,NA,NA,"No Trend"
"ZIMMAN L","LING    230","Spring","LING",NA,4,NA,NA,"No Trend"
"COMRIE B S","LING    222","Spring","LING",NA,4,NA,NA,"No Trend"
"TODD S J","LING    210","Spring","LING",NA,4,NA,NA,"No Trend"
"LOPEZ A N","LING    187","Spring","LING",NA,3.53018867924528,NA,NA,"No Trend"
"KATSIKA A","LING    145","Spring","LING",NA,2.81627906976744,NA,3.23888888888889,"No Trend"
"NICOLAESCU A","LING    140","Spring","LING",NA,3.48333333333333,NA,NA,"No Trend"
"HOU L Y","LING    137","Spring","LING",NA,3.55689655172414,NA,NA,"No Trend"
"ZIMMAN L","LING    132","Spring","LING",NA,3.45603448275862,NA,NA,"No Trend"
"DU BOIS J W","LING    124","Spring","LING",NA,3.05714285714286,NA,NA,"No Trend"
"GRIES S T","LING    120","Spring","LING",NA,3.11666666666667,NA,NA,"No Trend"
"CAMPBELL E W","LING    115","Spring","LING",NA,3.0969696969697,NA,NA,"No Trend"
"TODD S J","LING    111","Spring","LING",NA,3.3,NA,3.62857142857143,"No Trend"
"MITHUN M","LING    108","Spring","LING",NA,3.22093023255814,2.99444444444444,3.28823529411765,"No Trend"
"MAHOWALD K A","LING    104","Spring","LING",NA,2.825,NA,NA,"No Trend"
"NICOLAESCU A","LING     14","Spring","LING",NA,2.62307692307692,NA,NA,"No Trend"
"SMALL A L","LING      8","Spring","LING",NA,4,NA,NA,"No Trend"
"RIGHTMIRE S R","LING      3G","Spring","LING",NA,0,NA,NA,"No Trend"
"BAKER A D","LING      3C","Spring","LING",NA,3.025,NA,NA,"No Trend"
"BOWMAN I K","LING      3C","Spring","LING",NA,2.94117647058824,NA,NA,"No Trend"
"CORONA K D","LING      3C","Spring","LING",NA,3.72,NA,NA,"No Trend"
"SMALL A L","LING      3B","Spring","LING",NA,3.11176470588235,NA,NA,"No Trend"
"LINDHEIM S H","LATIN   135","Spring","LATIN",NA,3.8,NA,NA,"No Trend"
"DUTSCH D","LATIN   102","Spring","LATIN",NA,3.66,NA,NA,"No Trend"
"COBO BETANCOU","LAIS    156A","Spring","LAIS",NA,3.16190476190476,NA,NA,"No Trend"
"ENGEL E A","LAIS    102","Spring","LAIS",NA,3.11777777777778,NA,NA,"No Trend"
"CHOI E","KOR     175","Spring","KOR",NA,3.52467532467532,NA,NA,"No Trend"
"ROBERTS L S","JAPAN   287J","Spring","JAPAN",NA,4,NA,NA,"No Trend"
"FRUHSTUCK S","JAPAN   164","Spring","JAPAN",NA,3.06,NA,NA,"No Trend"
"NI Y","JAPAN   160","Spring","JAPAN",NA,3.52758620689655,NA,NA,"No Trend"
"WANG JING","JAPAN   115","Spring","JAPAN",NA,3.06716417910448,NA,NA,"No Trend"
"SIMPSON E B","JAPAN    73","Spring","JAPAN",NA,2.856,NA,NA,"No Trend"
"ONAKADO M","JAPAN     3","Spring","JAPAN",NA,3.24857142857143,NA,NA,"No Trend"
"HOM S M","ITAL    138AA","Spring","ITAL",NA,3.23125,NA,NA,"No Trend"
"DAHL SARNELLI","ITAL    119B","Spring","ITAL",NA,3.24285714285714,3.83333333333333,3.71428571428571,"No Trend"
"FOGU C","ITAL     20X","Spring","ITAL",NA,3.20283018867925,NA,NA,"No Trend"
"CRICKETTE M E","ITAL      6","Spring","ITAL",NA,3.6625,2.9,NA,"No Trend"
"FIORINA C P","ITAL      6","Spring","ITAL",NA,3.4421052631579,NA,NA,"No Trend"
"DE SIMONE T","ITAL      3","Spring","ITAL",NA,3.59,3.47777777777778,NA,"No Trend"
"BORROMEO C","ITAL      2","Spring","ITAL",NA,3.49090909090909,3.23846153846154,NA,"No Trend"
"DE SIMONE T","ITAL      1","Spring","ITAL",NA,3.02352941176471,3.46315789473684,NA,"No Trend"
"ALDANA G V","INT  CS 120","Spring","INT",NA,0,NA,NA,"No Trend"
"DONELAN J H","INT  CS 120","Spring","INT",NA,0,NA,NA,"No Trend"
"CHATTO U","INT     187AM","Spring","INT",NA,0,NA,NA,"No Trend"
"WOOTEN T L","INT     187AM","Spring","INT",NA,0,NA,NA,"No Trend"
"ELIASON PARSO","INT     186BJ","Spring","INT",NA,0,NA,NA,"No Trend"
"TETTEGAH S Y","INT     186BI","Spring","INT",NA,0,NA,NA,"No Trend"
"GERMAN T C M","INT     186AF","Spring","INT",NA,0,NA,NA,"No Trend"
"KING R S","INT     137MK","Spring","INT",NA,3.71566265060241,NA,NA,"No Trend"
"MEADOW M A","INT     137MK","Spring","INT",NA,3.71566265060241,NA,NA,"No Trend"
"SAFRONOVA M","INT     125","Spring","INT",NA,0,0,0,"No Trend"
"WOODS V E","INT     125","Spring","INT",NA,0,0,0,"No Trend"
"ATZBERGER P J","INT      94WK","Spring","INT",NA,0,NA,NA,"No Trend"
"MOELLER H V","INT      94WJ","Spring","INT",NA,0,NA,NA,"No Trend"
"STEINKELLNER","INT      94WF","Spring","INT",NA,0,NA,NA,"No Trend"
"HELLIER-TINOC","INT      94RS","Spring","INT",NA,0,NA,NA,"No Trend"
"NORRIS A","INT      94QI","Spring","INT",NA,0,0,NA,"No Trend"
"DEVRIES M S","INT      94QH","Spring","INT",NA,0,NA,NA,"No Trend"
"CONROY-BEAM D","INT      89AV","Spring","INT",NA,0,NA,NA,"No Trend"
"GAULIN S J","INT      89AV","Spring","INT",NA,0,NA,NA,"No Trend"
"DUTSCH D","INT      89AU","Spring","INT",NA,0,NA,NA,"No Trend"
"KHOURY N N","INT      89AU","Spring","INT",NA,0,NA,NA,"No Trend"
"MASANET E R","INT      89AT","Spring","INT",NA,0,NA,NA,"No Trend"
"SCOTT S L","INT      89AT","Spring","INT",NA,0,NA,NA,"No Trend"
"FULBECK L K","INT      89AP","Spring","INT",NA,0,NA,0,"No Trend"
"SPICKARD P R","INT      89AP","Spring","INT",NA,0,NA,0,"No Trend"
"BERMUDEZ S","INT      89AC","Spring","INT",NA,0,0,0,"No Trend"
"CORTIJO A","INT      89AC","Spring","INT",NA,0,0,0,"No Trend"
"JUE M C","INT      84CJ","Spring","INT",NA,4,NA,NA,"No Trend"
"JUE M C","INT      84CI","Spring","INT",NA,4,NA,NA,"No Trend"
"LAWSON D W","INT      84CH","Spring","INT",NA,3.935,4,4,"No Trend"
"YASUDA K","INT      84CF","Spring","INT",NA,3.95652173913043,NA,NA,"No Trend"
"STEIN D A","INT      84CE","Spring","INT",NA,4,NA,NA,"No Trend"
"MITCHELL G M","INT      84CC","Spring","INT",NA,4,3.9625,NA,"No Trend"
"ALAGONA P S","INT      84CA","Spring","INT",NA,4,NA,NA,"No Trend"
"NALL C M","INT      84BW","Spring","INT",NA,3.93333333333333,NA,3.89333333333333,"No Trend"
"LABUTIN D A","INT      84AR","Spring","INT",NA,4,4,4,"No Trend"
"WEBER E","INT      84AP","Spring","INT",NA,3.83571428571429,NA,NA,"No Trend"
"BIBILASHVILI","INT      84AH","Spring","INT",NA,3.89545454545455,3.71739130434783,NA,"No Trend"
"PLANE A M","HIST    295PH","Spring","HIST",NA,4,NA,NA,"No Trend"
"YAQUB S","HIST    292C","Spring","HIST",NA,4,NA,4,"No Trend"
"CHATTO U","HIST    282G","Spring","HIST",NA,3.69285714285714,NA,NA,"No Trend"
"BERNSTEIN H J","HIST    223B","Spring","HIST",NA,4,NA,NA,"No Trend"
"MCCRAY W P","HIST    201S","Spring","HIST",NA,3.94,NA,NA,"No Trend"
"SPICKARD P R","HIST    201RE","Spring","HIST",NA,3.9,NA,NA,"No Trend"
"EDGAR A L","HIST    201E","Spring","HIST",NA,4,NA,NA,"No Trend"
"KOKINIS T A","HIST    197LA","Spring","HIST",NA,2.88461538461538,3.19705882352941,NA,"No Trend"
"JACOBSON L","HIST    193F","Spring","HIST",NA,3.29574468085106,3.00454545454545,NA,"No Trend"
"ROBERTS L S","HIST    187S","Spring","HIST",NA,3.4768115942029,NA,3.39345238095238,"No Trend"
"ZUO Y","HIST    184R","Spring","HIST",NA,2.55454545454545,NA,3.46153846153846,"No Trend"
"BARBIERI A J","HIST    184A","Spring","HIST",NA,3.2875,NA,NA,"No Trend"
"JACOBSON L","HIST    176R","Spring","HIST",NA,3.50769230769231,NA,NA,"No Trend"
"DUNNE S C","HIST    174Q","Spring","HIST",NA,3.9625,3.86571428571429,NA,"No Trend"
"ADAMS B","HIST    173T","Spring","HIST",NA,3.97906976744186,NA,NA,"No Trend"
"ZIPPERSTEIN S","HIST    166LB","Spring","HIST",NA,3.649,NA,NA,"No Trend"
"SPICKARD P R","HIST    164IB","Spring","HIST",NA,3.34473684210526,NA,NA,"No Trend"
"PLANE A M","HIST    161R","Spring","HIST",NA,2.88571428571429,NA,NA,"No Trend"
"PLANE A M","HIST    161B","Spring","HIST",NA,3.0093023255814,NA,NA,"No Trend"
"COLES A P","HIST    159C","Spring","HIST",NA,3.39655172413793,NA,NA,"No Trend"
"COBO BETANCOU","HIST    156A","Spring","HIST",NA,3.06875,NA,NA,"No Trend"
"KOKINIS T A","HIST    151R","Spring","HIST",NA,3.16666666666667,NA,NA,"No Trend"
"SEIKALY S R","HIST    146BQ","Spring","HIST",NA,3.8125,NA,NA,"No Trend"
"EDGAR A L","HIST    135C","Spring","HIST",NA,3.44285714285714,NA,NA,"No Trend"
"SONNINO P M","HIST    129D","Spring","HIST",NA,2.31785714285714,NA,NA,"No Trend"
"COVO M","HIST    127F","Spring","HIST",NA,3.15384615384615,NA,NA,"No Trend"
"BERNSTEIN H J","HIST    121F","Spring","HIST",NA,3.05641025641026,NA,NA,"No Trend"
"DIGESER E D","HIST    114A","Spring","HIST",NA,2.71836734693878,NA,NA,"No Trend"
"ARONOVA E A","HIST    107C","Spring","HIST",NA,3.5421052631579,NA,NA,"No Trend"
"MYERS P M","HIST    102HD","Spring","HIST",NA,3.24117647058824,NA,NA,"No Trend"
"WARE R T","HIST     49A","Spring","HIST",NA,3.53979591836735,NA,NA,"No Trend"
"AFARY J","HIST     46MI","Spring","HIST",NA,3.39583333333333,3.416,3.48421052631579,"No Trend"
"SABRA A A","HIST     46A","Spring","HIST",NA,3.36931818181818,3.612,3.32688172043011,"No Trend"
"YAQUB S","HIST     17C","Spring","HIST",NA,3.28039215686274,NA,3.29046321525886,"No Trend"
"DIGESER E D","HIST      9","Spring","HIST",NA,3.36470588235294,NA,NA,"No Trend"
"RAPPAPORT E D","HIST      4C","Spring","HIST",NA,3.26537585421412,NA,NA,"No Trend"
"HENDERSON J G","HIST      2C","Spring","HIST",NA,3.44278846153846,NA,NA,"No Trend"
"LEE J W","HIST      2A","Spring","HIST",NA,3.01003344481605,NA,NA,"No Trend"
"NADLER R","GRAD    283AA","Spring","GRAD",NA,4,NA,NA,"No Trend"
"KUNTZMAN J D","GRAD    210","Spring","GRAD",NA,0,0,0,"No Trend"
"JACOBS R E","GLOBL   197","Spring","GLOBL",NA,2.86923076923077,NA,NA,"No Trend"
"FAESSEL V A","GLOBL   196","Spring","GLOBL",NA,2.75714285714286,NA,NA,"No Trend"
"DUNNE S C","GLOBL   194","Spring","GLOBL",NA,3.80588235294118,NA,NA,"No Trend"
"NOWAK J J","GLOBL   177SJ","Spring","GLOBL",NA,3.95714285714286,4,NA,"No Trend"
"JACOBS R E","GLOBL   174","Spring","GLOBL",NA,3.140625,NA,NA,"No Trend"
"AMAR P E","GLOBL   162","Spring","GLOBL",NA,3.30789473684211,NA,NA,"No Trend"
"GHOSH B","GLOBL   157","Spring","GLOBL",NA,3.39189189189189,NA,NA,"No Trend"
"CLITANDRE N T","GLOBL   147","Spring","GLOBL",NA,3.29666666666667,NA,NA,"No Trend"
"MEHTA A S","GLOBL   130","Spring","GLOBL",NA,3.49019607843137,2.9741935483871,3.27931034482759,"No Trend"
"AMAR P E","GLOBL   120","Spring","GLOBL",NA,3.57209302325581,NA,NA,"No Trend"
"HAMED-TROYANS","GLOBL   110","Spring","GLOBL",NA,3.27460317460317,NA,NA,"No Trend"
"KITTLER W D","GER     190","Spring","GER",NA,3.975,NA,NA,"No Trend"
"LOVETT D W","GER     179A","Spring","GER",NA,2.31666666666667,NA,NA,"No Trend"
"OFFERT F","GER     108","Spring","GER",NA,4,NA,NA,"No Trend"
"REDER E R","GER     101C","Spring","GER",NA,4,4,4,"No Trend"
"GABRIEL V","GER       6","Spring","GER",NA,3.55,NA,NA,"No Trend"
"PAJAK A K","GER       6","Spring","GER",NA,3.73125,3.8,3.85238095238095,"No Trend"
"PAJAK A K","GER       3","Spring","GER",NA,3.84705882352941,3.928,3.73877551020408,"No Trend"
"WHITE K D","GER       3","Spring","GER",NA,3.73076923076923,3.81724137931035,3.96315789473684,"No Trend"
"NELSON T A","GEOG W   12","Spring","GEOG",NA,3.04628099173554,NA,NA,"No Trend"
"CAYLOR K K","GEOG    288KC","Spring","GEOG",NA,4,NA,NA,"No Trend"
"JONES C","GEOG    287","Spring","GEOG",NA,4,4,NA,"No Trend"
"DING Q","GEOG    280","Spring","GEOG",NA,0,0,NA,"No Trend"
"SWEENEY S H","GEOG    210C","Spring","GEOG",NA,3.9,NA,NA,"No Trend"
"KING J Y","GEOG    201","Spring","GEOG",NA,0,NA,NA,"No Trend"
